,,,t,v,
,,,0.000059700000,  -0.23200,
,,,0.000059720000,  -0.24000,
,,,0.000059740000,  -0.24000,
,,,0.000059760000,  -0.24000,
,,,0.000059780000,  -0.24000,
,,,0.000059800000,  -0.20800,
,,,0.000059820000,  -0.25600,
,,,0.000059840000,  -0.22400,
,,,0.000059860000,  -0.22400,
,,,0.000059880000,  -0.26400,
,,,0.000059900000,  -0.27200,
,,,0.000059920000,  -0.24800,
,,,0.000059940000,  -0.26400,
,,,0.000059960000,  -0.24000,
,,,0.000059980000,  -0.24000,
,,,0.000060000000,  -0.24000,
,,,0.000060020000,  -0.23200,
,,,0.000060040000,  -0.23200,
,,,0.000060060000,  -0.24000,
,,,0.000060080000,  -0.22400,
,,,0.000060100000,  -0.25600,
,,,0.000060120000,  -0.26400,
,,,0.000060140000,  -0.26400,
,,,0.000060160000,  -0.25600,
,,,0.000060180000,  -0.25600,
,,,0.000060200000,  -0.25600,
,,,0.000060220000,  -0.24800,
,,,0.000060240000,  -0.25600,
,,,0.000060260000,  -0.24000,
,,,0.000060280000,  -0.24000,
,,,0.000060300000,  -0.27200,
,,,0.000060320000,  -0.25600,
,,,0.000060340000,  -0.21600,
,,,0.000060360000,  -0.23200,
,,,0.000060380000,  -0.24000,
,,,0.000060400000,  -0.24000,
,,,0.000060420000,  -0.24000,
,,,0.000060440000,  -0.27200,
,,,0.000060460000,  -0.24800,
,,,0.000060480000,  -0.25600,
,,,0.000060500000,  -0.25600,
,,,0.000060520000,  -0.25600,
,,,0.000060540000,  -0.24800,
,,,0.000060560000,  -0.24000,
,,,0.000060580000,  -0.25600,
,,,0.000060600000,  -0.28800,
,,,0.000060620000,  -0.26400,
,,,0.000060640000,  -0.24000,
,,,0.000060660000,  -0.24800,
,,,0.000060680000,  -0.24000,
,,,0.000060700000,  -0.25600,
,,,0.000060720000,  -0.24800,
,,,0.000060740000,  -0.22400,
,,,0.000060760000,  -0.26400,
,,,0.000060780000,  -0.25600,
,,,0.000060800000,  -0.22400,
,,,0.000060820000,  -0.25600,
,,,0.000060840000,  -0.28000,
,,,0.000060860000,  -0.26400,
,,,0.000060880000,  -0.27200,
,,,0.000060900000,  -0.24000,
,,,0.000060920000,  -0.23200,
,,,0.000060940000,  -0.24000,
,,,0.000060960000,  -0.26400,
,,,0.000060980000,  -0.26400,
,,,0.000061000000,  -0.26400,
,,,0.000061020000,  -0.24000,
,,,0.000061040000,  -0.24000,
,,,0.000061060000,  -0.28800,
,,,0.000061080000,  -0.24800,
,,,0.000061100000,  -0.26400,
,,,0.000061120000,  -0.24800,
,,,0.000061140000,  -0.25600,
,,,0.000061160000,  -0.24800,
,,,0.000061180000,  -0.23200,
,,,0.000061200000,  -0.27200,
,,,0.000061220000,  -0.28000,
,,,0.000061240000,  -0.24800,
,,,0.000061260000,  -0.24000,
,,,0.000061280000,  -0.24000,
,,,0.000061300000,  -0.24000,
,,,0.000061320000,  -0.22400,
,,,0.000061340000,  -0.26400,
,,,0.000061360000,  -0.22400,
,,,0.000061380000,  -0.24800,
,,,0.000061400000,  -0.24000,
,,,0.000061420000,  -0.22400,
,,,0.000061440000,  -0.25600,
,,,0.000061460000,  -0.24000,
,,,0.000061480000,  -0.19200,
,,,0.000061500000,  -0.24800,
,,,0.000061520000,  -0.24000,
,,,0.000061540000,  -0.24800,
,,,0.000061560000,  -0.24800,
,,,0.000061580000,  -0.24800,
,,,0.000061600000,  -0.22400,
,,,0.000061620000,  -0.22400,
,,,0.000061640000,  -0.25600,
,,,0.000061660000,  -0.20000,
,,,0.000061680000,  -0.22400,
,,,0.000061700000,  -0.19200,
,,,0.000061720000,  -0.21600,
,,,0.000061740000,  -0.20000,
,,,0.000061760000,  -0.22400,
,,,0.000061780000,  -0.20800,
,,,0.000061800000,  -0.20800,
,,,0.000061820000,  -0.22400,
,,,0.000061840000,  -0.24000,
,,,0.000061860000,  -0.24000,
,,,0.000061880000,  -0.24000,
,,,0.000061900000,  -0.20800,
,,,0.000061920000,  -0.21600,
,,,0.000061940000,  -0.24000,
,,,0.000061960000,  -0.20800,
,,,0.000061980000,  -0.21600,
,,,0.000062000000,  -0.18400,
,,,0.000062020000,  -0.22400,
,,,0.000062040000,  -0.22400,
,,,0.000062060000,  -0.23200,
,,,0.000062080000,  -0.21600,
,,,0.000062100000,  -0.22400,
,,,0.000062120000,  -0.24000,
,,,0.000062140000,  -0.19200,
,,,0.000062160000,  -0.25600,
,,,0.000062180000,  -0.24000,
,,,0.000062200000,  -0.24000,
,,,0.000062220000,  -0.25600,
,,,0.000062240000,  -0.19200,
,,,0.000062260000,  -0.21600,
,,,0.000062280000,  -0.24000,
,,,0.000062300000,  -0.20800,
,,,0.000062320000,  -0.24000,
,,,0.000062340000,  -0.20800,
,,,0.000062360000,  -0.19200,
,,,0.000062380000,  -0.20800,
,,,0.000062400000,  -0.16000,
,,,0.000062420000,  -0.20800,
,,,0.000062440000,  -0.21600,
,,,0.000062460000,  -0.20000,
,,,0.000062480000,  -0.20800,
,,,0.000062500000,  -0.18400,
,,,0.000062520000,  -0.22400,
,,,0.000062540000,  -0.21600,
,,,0.000062560000,  -0.20800,
,,,0.000062580000,  -0.18400,
,,,0.000062600000,  -0.20000,
,,,0.000062620000,  -0.19200,
,,,0.000062640000,  -0.20800,
,,,0.000062660000,  -0.20000,
,,,0.000062680000,  -0.17600,
,,,0.000062700000,  -0.17600,
,,,0.000062720000,  -0.20000,
,,,0.000062740000,  -0.18400,
,,,0.000062760000,  -0.22400,
,,,0.000062780000,  -0.20800,
,,,0.000062800000,  -0.21600,
,,,0.000062820000,  -0.20000,
,,,0.000062840000,  -0.18400,
,,,0.000062860000,  -0.22400,
,,,0.000062880000,  -0.20800,
,,,0.000062900000,  -0.19200,
,,,0.000062920000,  -0.20000,
,,,0.000062940000,  -0.20000,
,,,0.000062960000,  -0.20000,
,,,0.000062980000,  -0.17600,
,,,0.000063000000,  -0.20800,
,,,0.000063020000,  -0.16000,
,,,0.000063040000,  -0.15200,
,,,0.000063060000,  -0.18400,
,,,0.000063080000,  -0.16000,
,,,0.000063100000,  -0.19200,
,,,0.000063120000,  -0.17600,
,,,0.000063140000,  -0.16800,
,,,0.000063160000,  -0.19200,
,,,0.000063180000,  -0.18400,
,,,0.000063200000,  -0.18400,
,,,0.000063220000,  -0.17600,
,,,0.000063240000,  -0.20800,
,,,0.000063260000,  -0.15200,
,,,0.000063280000,  -0.17600,
,,,0.000063300000,  -0.20000,
,,,0.000063320000,  -0.24000,
,,,0.000063340000,  -0.19200,
,,,0.000063360000,  -0.15200,
,,,0.000063380000,  -0.16000,
,,,0.000063400000,  -0.18400,
,,,0.000063420000,  -0.16000,
,,,0.000063440000,  -0.16800,
,,,0.000063460000,  -0.18400,
,,,0.000063480000,  -0.16800,
,,,0.000063500000,  -0.13600,
,,,0.000063520000,  -0.14400,
,,,0.000063540000,  -0.17600,
,,,0.000063560000,  -0.18400,
,,,0.000063580000,  -0.18400,
,,,0.000063600000,  -0.14400,
,,,0.000063620000,  -0.16000,
,,,0.000063640000,  -0.12800,
,,,0.000063660000,  -0.12800,
,,,0.000063680000,  -0.18400,
,,,0.000063700000,  -0.15200,
,,,0.000063720000,  -0.18400,
,,,0.000063740000,  -0.16000,
,,,0.000063760000,  -0.16800,
,,,0.000063780000,  -0.16800,
,,,0.000063800000,  -0.16800,
,,,0.000063820000,  -0.13600,
,,,0.000063840000,  -0.16800,
,,,0.000063860000,  -0.12800,
,,,0.000063880000,  -0.13600,
,,,0.000063900000,  -0.13600,
,,,0.000063920000,  -0.12000,
,,,0.000063940000,  -0.15200,
,,,0.000063960000,  -0.16800,
,,,0.000063980000,  -0.14400,
,,,0.000064000000,  -0.16000,
,,,0.000064020000,  -0.10400,
,,,0.000064040000,  -0.13600,
,,,0.000064060000,  -0.15200,
,,,0.000064080000,  -0.13600,
,,,0.000064100000,  -0.12000,
,,,0.000064120000,  -0.16000,
,,,0.000064140000,  -0.13600,
,,,0.000064160000,  -0.12800,
,,,0.000064180000,  -0.13600,
,,,0.000064200000,  -0.12000,
,,,0.000064220000,  -0.14400,
,,,0.000064240000,  -0.13600,
,,,0.000064260000,  -0.10400,
,,,0.000064280000,  -0.14400,
,,,0.000064300000,  -0.12000,
,,,0.000064320000,  -0.14400,
,,,0.000064340000,  -0.15200,
,,,0.000064360000,  -0.11200,
,,,0.000064380000,  -0.11200,
,,,0.000064400000,  -0.12800,
,,,0.000064420000,  -0.15200,
,,,0.000064440000,  -0.16000,
,,,0.000064460000,  -0.13600,
,,,0.000064480000,  -0.14400,
,,,0.000064500000,  -0.13600,
,,,0.000064520000,  -0.12800,
,,,0.000064540000,  -0.11200,
,,,0.000064560000,  -0.11200,
,,,0.000064580000,  -0.11200,
,,,0.000064600000,  -0.09600,
,,,0.000064620000,  -0.11200,
,,,0.000064640000,  -0.11200,
,,,0.000064660000,  -0.12000,
,,,0.000064680000,  -0.10400,
,,,0.000064700000,  -0.13600,
,,,0.000064720000,  -0.12800,
,,,0.000064740000,  -0.13600,
,,,0.000064760000,  -0.12000,
,,,0.000064780000,  -0.12800,
,,,0.000064800000,  -0.13600,
,,,0.000064820000,  -0.15200,
,,,0.000064840000,  -0.12800,
,,,0.000064860000,  -0.10400,
,,,0.000064880000,  -0.08800,
,,,0.000064900000,  -0.13600,
,,,0.000064920000,  -0.10400,
,,,0.000064940000,  -0.07200,
,,,0.000064960000,  -0.12800,
,,,0.000064980000,  -0.10400,
,,,0.000065000000,  -0.12800,
,,,0.000065020000,  -0.12800,
,,,0.000065040000,  -0.12800,
,,,0.000065060000,  -0.09600,
,,,0.000065080000,  -0.09600,
,,,0.000065100000,  -0.11200,
,,,0.000065120000,  -0.15200,
,,,0.000065140000,  -0.08800,
,,,0.000065160000,  -0.07200,
,,,0.000065180000,  -0.05600,
,,,0.000065200000,  -0.10400,
,,,0.000065220000,  -0.07200,
,,,0.000065240000,  -0.11200,
,,,0.000065260000,  -0.09600,
,,,0.000065280000,  -0.09600,
,,,0.000065300000,  -0.08800,
,,,0.000065320000,  -0.11200,
,,,0.000065340000,  -0.08000,
,,,0.000065360000,  -0.08800,
,,,0.000065380000,  -0.06400,
,,,0.000065400000,  -0.12000,
,,,0.000065420000,  -0.09600,
,,,0.000065440000,  -0.05600,
,,,0.000065460000,  -0.12800,
,,,0.000065480000,  -0.12000,
,,,0.000065500000,  -0.07200,
,,,0.000065520000,  -0.08800,
,,,0.000065540000,  -0.09600,
,,,0.000065560000,  -0.05600,
,,,0.000065580000,  -0.08000,
,,,0.000065600000,  -0.08800,
,,,0.000065620000,  -0.07200,
,,,0.000065640000,  -0.08000,
,,,0.000065660000,  -0.08800,
,,,0.000065680000,  -0.08000,
,,,0.000065700000,  -0.09600,
,,,0.000065720000,  -0.06400,
,,,0.000065740000,  -0.10400,
,,,0.000065760000,  -0.05600,
,,,0.000065780000,  -0.10400,
,,,0.000065800000,  -0.08000,
,,,0.000065820000,  -0.06400,
,,,0.000065840000,  -0.10400,
,,,0.000065860000,  -0.11200,
,,,0.000065880000,  -0.12800,
,,,0.000065900000,  -0.08800,
,,,0.000065920000,  -0.08000,
,,,0.000065940000,  -0.08000,
,,,0.000065960000,  -0.04800,
,,,0.000065980000,  -0.10400,
,,,0.000066000000,  -0.08000,
,,,0.000066020000,  -0.10400,
,,,0.000066040000,  -0.08000,
,,,0.000066060000,  -0.07200,
,,,0.000066080000,  -0.07200,
,,,0.000066100000,  -0.07200,
,,,0.000066120000,  -0.04800,
,,,0.000066140000,  -0.08000,
,,,0.000066160000,  -0.08000,
,,,0.000066180000,  -0.08800,
,,,0.000066200000,  -0.07200,
,,,0.000066220000,  -0.11200,
,,,0.000066240000,  -0.07200,
,,,0.000066260000,  -0.09600,
,,,0.000066280000,  -0.08000,
,,,0.000066300000,  -0.09600,
,,,0.000066320000,  -0.09600,
,,,0.000066340000,  -0.06400,
,,,0.000066360000,  -0.06400,
,,,0.000066380000,  -0.07200,
,,,0.000066400000,  -0.06400,
,,,0.000066420000,  -0.05600,
,,,0.000066440000,  -0.05600,
,,,0.000066460000,  -0.04000,
,,,0.000066480000,  -0.09600,
,,,0.000066500000,  -0.09600,
,,,0.000066520000,  -0.06400,
,,,0.000066540000,  -0.09600,
,,,0.000066560000,  -0.09600,
,,,0.000066580000,  -0.08000,
,,,0.000066600000,  -0.09600,
,,,0.000066620000,  -0.07200,
,,,0.000066640000,  -0.11200,
,,,0.000066660000,  -0.08000,
,,,0.000066680000,  -0.09600,
,,,0.000066700000,  -0.08800,
,,,0.000066720000,  -0.08000,
,,,0.000066740000,  -0.06400,
,,,0.000066760000,  -0.08000,
,,,0.000066780000,  -0.08000,
,,,0.000066800000,  -0.08000,
,,,0.000066820000,  -0.08000,
,,,0.000066840000,  -0.07200,
,,,0.000066860000,  -0.05600,
,,,0.000066880000,  -0.09600,
,,,0.000066900000,  -0.07200,
,,,0.000066920000,  -0.06400,
,,,0.000066940000,  -0.08800,
,,,0.000066960000,  -0.08000,
,,,0.000066980000,  -0.06400,
,,,0.000067000000,  -0.08000,
,,,0.000067020000,  -0.07200,
,,,0.000067040000,  -0.09600,
,,,0.000067060000,  -0.11200,
,,,0.000067080000,  -0.07200,
,,,0.000067100000,  -0.09600,
,,,0.000067120000,  -0.08000,
,,,0.000067140000,  -0.09600,
,,,0.000067160000,  -0.10400,
,,,0.000067180000,  -0.07200,
,,,0.000067200000,  -0.09600,
,,,0.000067220000,  -0.07200,
,,,0.000067240000,  -0.09600,
,,,0.000067260000,  -0.10400,
,,,0.000067280000,  -0.08800,
,,,0.000067300000,  -0.10400,
,,,0.000067320000,  -0.09600,
,,,0.000067340000,  -0.07200,
,,,0.000067360000,  -0.10400,
,,,0.000067380000,  -0.09600,
,,,0.000067400000,  -0.12800,
,,,0.000067420000,  -0.12800,
,,,0.000067440000,  -0.08800,
,,,0.000067460000,  -0.08800,
,,,0.000067480000,  -0.08000,
,,,0.000067500000,  -0.08800,
,,,0.000067520000,  -0.08000,
,,,0.000067540000,  -0.09600,
,,,0.000067560000,  -0.09600,
,,,0.000067580000,  -0.09600,
,,,0.000067600000,  -0.07200,
,,,0.000067620000,  -0.11200,
,,,0.000067640000,  -0.09600,
,,,0.000067660000,  -0.09600,
,,,0.000067680000,  -0.12000,
,,,0.000067700000,  -0.10400,
,,,0.000067720000,  -0.11200,
,,,0.000067740000,  -0.10400,
,,,0.000067760000,  -0.11200,
,,,0.000067780000,  -0.08800,
,,,0.000067800000,  -0.11200,
,,,0.000067820000,  -0.12800,
,,,0.000067840000,  -0.13600,
,,,0.000067860000,  -0.12800,
,,,0.000067880000,  -0.08000,
,,,0.000067900000,  -0.11200,
,,,0.000067920000,  -0.07200,
,,,0.000067940000,  -0.12000,
,,,0.000067960000,  -0.12800,
,,,0.000067980000,  -0.12800,
,,,0.000068000000,  -0.12000,
,,,0.000068020000,  -0.12800,
,,,0.000068040000,  -0.10400,
,,,0.000068060000,  -0.13600,
,,,0.000068080000,  -0.16000,
,,,0.000068100000,  -0.09600,
,,,0.000068120000,  -0.13600,
,,,0.000068140000,  -0.14400,
,,,0.000068160000,  -0.13600,
,,,0.000068180000,  -0.16800,
,,,0.000068200000,  -0.12000,
,,,0.000068220000,  -0.14400,
,,,0.000068240000,  -0.14400,
,,,0.000068260000,  -0.16000,
,,,0.000068280000,  -0.11200,
,,,0.000068300000,  -0.13600,
,,,0.000068320000,  -0.14400,
,,,0.000068340000,  -0.15200,
,,,0.000068360000,  -0.13600,
,,,0.000068380000,  -0.11200,
,,,0.000068400000,  -0.15200,
,,,0.000068420000,  -0.12000,
,,,0.000068440000,  -0.15200,
,,,0.000068460000,  -0.16000,
,,,0.000068480000,  -0.16000,
,,,0.000068500000,  -0.16000,
,,,0.000068520000,  -0.16000,
,,,0.000068540000,  -0.16000,
,,,0.000068560000,  -0.16800,
,,,0.000068580000,  -0.15200,
,,,0.000068600000,  -0.13600,
,,,0.000068620000,  -0.16000,
,,,0.000068640000,  -0.13600,
,,,0.000068660000,  -0.16000,
,,,0.000068680000,  -0.12800,
,,,0.000068700000,  -0.13600,
,,,0.000068720000,  -0.18400,
,,,0.000068740000,  -0.16000,
,,,0.000068760000,  -0.17600,
,,,0.000068780000,  -0.18400,
,,,0.000068800000,  -0.18400,
,,,0.000068820000,  -0.16800,
,,,0.000068840000,  -0.16000,
,,,0.000068860000,  -0.13600,
,,,0.000068880000,  -0.20000,
,,,0.000068900000,  -0.16800,
,,,0.000068920000,  -0.17600,
,,,0.000068940000,  -0.18400,
,,,0.000068960000,  -0.19200,
,,,0.000068980000,  -0.19200,
,,,0.000069000000,  -0.18400,
,,,0.000069020000,  -0.16800,
,,,0.000069040000,  -0.16800,
,,,0.000069060000,  -0.20800,
,,,0.000069080000,  -0.17600,
,,,0.000069100000,  -0.17600,
,,,0.000069120000,  -0.19200,
,,,0.000069140000,  -0.19200,
,,,0.000069160000,  -0.18400,
,,,0.000069180000,  -0.22400,
,,,0.000069200000,  -0.17600,
,,,0.000069220000,  -0.20000,
,,,0.000069240000,  -0.20000,
,,,0.000069260000,  -0.18400,
,,,0.000069280000,  -0.21600,
,,,0.000069300000,  -0.18400,
,,,0.000069320000,  -0.20800,
,,,0.000069340000,  -0.19200,
,,,0.000069360000,  -0.23200,
,,,0.000069380000,  -0.20800,
,,,0.000069400000,  -0.20000,
,,,0.000069420000,  -0.24000,
,,,0.000069440000,  -0.21600,
,,,0.000069460000,  -0.20800,
,,,0.000069480000,  -0.20800,
,,,0.000069500000,  -0.19200,
,,,0.000069520000,  -0.20800,
,,,0.000069540000,  -0.23200,
,,,0.000069560000,  -0.21600,
,,,0.000069580000,  -0.19200,
,,,0.000069600000,  -0.20800,
,,,0.000069620000,  -0.19200,
,,,0.000069640000,  -0.23200,
,,,0.000069660000,  -0.20800,
,,,0.000069680000,  -0.23200,
,,,0.000069700000,  -0.23200,
,,,0.000069720000,  -0.20800,
,,,0.000069740000,  -0.21600,
,,,0.000069760000,  -0.27200,
,,,0.000069780000,  -0.23200,
,,,0.000069800000,  -0.25600,
,,,0.000069820000,  -0.23200,
,,,0.000069840000,  -0.21600,
,,,0.000069860000,  -0.23200,
,,,0.000069880000,  -0.22400,
,,,0.000069900000,  -0.25600,
,,,0.000069920000,  -0.25600,
,,,0.000069940000,  -0.23200,
,,,0.000069960000,  -0.24000,
,,,0.000069980000,  -0.24800,
,,,0.000070000000,  -0.28000,
,,,0.000070020000,  -0.22400,
,,,0.000070040000,  -0.24000,
,,,0.000070060000,  -0.24800,
,,,0.000070080000,  -0.23200,
,,,0.000070100000,  -0.22400,
,,,0.000070120000,  -0.26400,
,,,0.000070140000,  -0.28000,
,,,0.000070160000,  -0.22400,
,,,0.000070180000,  -0.27200,
,,,0.000070200000,  -0.28000,
,,,0.000070220000,  -0.27200,
,,,0.000070240000,  -0.27200,
,,,0.000070260000,  -0.25600,
,,,0.000070280000,  -0.23200,
,,,0.000070300000,  -0.23200,
,,,0.000070320000,  -0.22400,
,,,0.000070340000,  -0.24800,
,,,0.000070360000,  -0.20800,
,,,0.000070380000,  -0.24800,
,,,0.000070400000,  -0.24800,
,,,0.000070420000,  -0.26400,
,,,0.000070440000,  -0.25600,
,,,0.000070460000,  -0.26400,
,,,0.000070480000,  -0.28000,
,,,0.000070500000,  -0.27200,
,,,0.000070520000,  -0.25600,
,,,0.000070540000,  -0.29600,
,,,0.000070560000,  -0.25600,
,,,0.000070580000,  -0.24000,
,,,0.000070600000,  -0.27200,
,,,0.000070620000,  -0.26400,
,,,0.000070640000,  -0.23200,
,,,0.000070660000,  -0.28000,
,,,0.000070680000,  -0.21600,
,,,0.000070700000,  -0.26400,
